record_id,title,content,publication_date
23451,pelaku bom kampung melayu adalah anggota polisi,pelaku bom kampung melayu adalah anggota polisi,25-may-17
23618,: pembubabaran pengajian ustad khalid basalamah oleh banser nu,pembubabaran pengajian ustad khalid basalamah oleh banser nu,5-mar-17
23913,foto helikopter-tank pertama di dunia buatan turki dan pakistan,foto helikopter-tank pertama di dunia buatan turki dan pakistan,6-jan-17
23982,es krim merek aice bosnya orang cina dan bahannya kimia semua,"siang tadi sy mampir di distributor es krim merk _*aice*_ yg sedang marak penetrasi bisnisnya yg terletak di selatan tugu lilin makam haji, melihat banyak spanduk bertulisan china iseng2 sy tanya penjaga counter yg didepan pinggir jln, bos nya orang mana mba jakarta atau solo, dijawab : “orang china”, lho kok tau kalau org china apa sdh pernah ketemu? tris dia nunjuk disebuah mobil avanza putih, itu bosnya di dlm mobil itu, ngomongnya aja pake bhs china , dia asli datang dari china ..katanya. penasaran sy tunggu si bos keluar dari mobil, betul ternyata chino!!",19-dec-16
24051,video yang menunjukkan anak muslim yang disiksa oleh budha di myanmar,video yang menunjukkan anak ‘muslim’ yang disiksa oleh ‘budha’ di myanmar,10-dec-16
24179,foto kerusuhan demo anti trump di amerika serikat,foto kerusuhan demo anti trump di amerika serikat,19-nov-16
24793,"bentrok antar ormas gerakan jaga indonesia dengan fpi, lpi dan hti di kota bandung pada 27 juli 2020","aksi demo yang tanpa tujuan di depan gedung dpr-mpr yang di lakukan 50 orang simpatisan pdi-p di komandoi oleh boedi djarot dkk, yang menginjak-injak, merobek, dan membakar poster habib rizieq syihab, ternyata berbuntut panjang. di kota bandung terjadi bentrok antara ormas gerakan jaga indonesia ( gji-pdi-p ) dengan ormas-ormas islam fpi, hti, lpi, pembela dan penjaga pancasila, nkri dan ulama. akibatnya 7 orang anggota ormasa gerakan jaga indonesia & pdi-p mati kena sabetan pedang lasykar fpi, dari pihak hti 1 orang mengalami luka sabetan di bahu. bukan itu saja bentrokan pun meluas hingga terjadi kebakaran beberapa pertokoan yang berdekatan dengan markas pdi-p, karena lemparan bom molotov. aparat polisi pun tidak berani ke tkp",5-aug-20
25164,video kecelakaan maut di air terjun uluk til belu ntt,kecelakaan maut di air terjun uluk til belu ntt,6-jul-20
25240,aliran komunis & gerakan pki bangkit lewat pdip,"“lebih jauh, prijanto mengatakan, istilah petugas partai yang disampaikan ketua umum pdip megawati soekarnoputri kepada jokowi juga dinilai modus komunisme. sebab, istilah petugas partai mirip dengan pekerja partai yang pernah dikatakan tokoh pki dn aidit.",26-jun-20
25358,gubernur jakarta anies baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan covid-19,gubernur jakarta anies baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan covid-19,11-jun-20
25865,masyarakat new zealand belajar wudhu,"kabar terbaru dari new zealand subhanallah,,,, masyarakat new zealand pd belajar wudhu. dan kumpul di lapangan. mereka mulai belajar dan mendalami islam kalau allah sudah berkehendak,, ! semua bisa terjadi. allahu akbar !!! sungguh allah maha pembolak balik hati manusia",24-apr-20
25943,sejumlah polisi india telah tiba di indonesia,kabar terkini.. sejumlah polisi india telah tiba di indonesia untuk menertibkan masyarakat yg tdk mau tinggal di rumah..siapkan pantat dan minyak gosok.,14-apr-20
26079,pasukan tentara membantu melawan virus corona di new york,military vehicles arrived in manhattan.new york wuhan coronavirus,1-apr-20
26194,video keluyuran diluar rumah? di malaysia ditembak api pakai drone,"keluyuran diluar rumah…??
 di malaysia ditembak api pakai drone….",22-mar-20
26269,"antisipasi corona, seluruh bumn dki ditutup","antisipasi corona, seluruh bumn dki ditutup",17-mar-20
26790,jokowi halal dilengserkan,manusia yg gk punya nilai dn kuwalitas gk pantas mnjdi apapun di negeri ini..,26-dec-19
26832,"sandiwara dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri","sandiwara dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri? sakit jiwa kali yang beginian ya?",18-dec-19
26906,"beredar surat rekrutmen satpol pp, kepala satpol pp dan damkar sintang angkat bicara","kepala satpol pp dan damkar, martin nandung: “gak jelas sumber dan tidak ada penanggungjawab. ndak ada cap dan tanda tangan,",5-dec-19
27177,ketua kpu imbau masyarakat hormati hasil pemilu walau banyak kecurangan,"ketua kpu imbau masyarakat hormati hasil pemilu walau banyak kecurangan,",9-oct-19
27287,universitas brawijaya dan umm bantah liburkan perkuliahan karena ada aksi mahasiswa,"hoaks, mbak. kegiatan belajar normal, kegiatan kampus juga normal",23-sep-19
27538,luthfi abdul hadi meminta maaf kepada kiai said aqil siroj,"akhirnya gus ipul wakil gubernur jatim turun tangan menyelesaikan fitnah yg di tuduhkan kepada ketum pbnu prof dr kh said aqil siroj.
 semoga para tukang fitnah tidak kejang2 …",16-jan-17
27606,asosiasi guru bahasa dan sastra indonesia kecam anies baswedan,asosiasi guru bahasa dan sastra indonesia kecam anies baswedan lihai tata kata untuk bodohi warga jakarta,23-jul-19
27617,khoirul anwar penemu 4g lte,"khoirul anwar dianggap gila. ditertawakan. bahkan dicemooh. idenya dianggap muskil. tak masuk akal. semua ilmuwan yang berkumpul di hokkaido, jepang, itu menganggap pemikiran yang dipresentasikan itu tak berguna. …",20-jul-19
27940,syukuran jokowi 2 p,"syukuran jokowi 2 p,, tnp kamera ,bawa bekal sendiri, kompak,, salam jokowi",19-may-19
27969,video polisi tembak saksi saat rekap pleno kpu,polisi menembak saksi yang tidak trima rekap pleno kpu,13-may-19
28265,penjelasan kpu gowa terkait baliho surat suara yang tidak mencantumkan foto capres-cawapres prabowo-sandi,"hari ini
pemasangan baliho contoh surat suara pilpres 
oleh kpu
di kec bontonompo kab gowa
mana foto capres cawapres 02?
luar biasa kpu gowa
kalian sudah mencederai demokrasi",28-mar-19
28353,masukan persatuan tunanetra indonesia terkait braile surat suara di jakarta 80% salah semua,"info dari pertuni

ini masukan aja tadi dari pertuni (persatuan tunanetra indonesia) yg di jkt ngecek surat suara yg braile ke kpu ternyata hampir 80% salah semua",15-mar-19
29408,kementan bantah siluet wajah yang ada dibungkus plastik bertuliskan beras segar dan toko tani indonesia ialah presiden jokowi,"“gambar atau foto yang tertera pada kemasan beras toko tani indonesia adalah bukan foto presiden ri bapak jokowi. itu foto model staf kementan di biro umum dan pengadaan kementan, mas agus faizal,” kata kepala biro humas dan informasi publik kementan, kuntoro boga andri, selasa (25/9).",25-sep-18
29684,dinkes aceh membantah atas isu pelajar lumpuh setelah vaksin mr,"“itu secara kebetulan. tidak berhubungan dengan imunisasi. ini penyakit sendiri bukan efek dari vaksin mr,” ujarnya.",15-agu-18
29960,hasil scanning port bolong,"kpu harusnya punya server sendiri. ini bawa2 itb, moratel.. gimana pemilu berikutnya…",3-jul-18
29986,rekrutmen pt pindad,sehubungan dengan rekrutmen calon karyawan pada pt pindad untuk wilayah kerja meliputi region sulawesi,29-jun-18
29994,: maradona bantah kabar dirinya meninggal usai laga argentina vs nigeria pada piala dunia 2018,: maradona bantah kabar dirinya meninggal usai laga argentina vs nigeria pada piala dunia 2018,29-jun-18
30503,"mark zuckerberg, ceo facebook, menemukan kata bff","test fb tmn2 disini……
 
 mark zuckerberg, ceo facebook, menemukan kata bff, untuk memastikan akun anda aman di facebook. ketik bff di komentar,
 jika terlihat hijau, akun anda dilindungi.
 jika tidak muncul dalam warna hijau, ubah kata sandi anda segera karena mungkin diretas oleh seseorang.
 # copied",23-mar-18
30622,penjelasan terkait berita muslim cyber army yang tidak sesuai standar,"berdasarkan peninjauan internal redaksi, ditemukan fakta bahwa editor terburu-buru dalam mengunggah artikel tersebut. sehingga, mengabaikan standar yang ditentukan terutama terkait dengan cover bothside. termasuk, untuk selektif dalam mencari narasumber karena telah menjadikan akun anonim sebagai rujukan utama.",4-mar-18
30669,"teror kiai di ponpes kediri hoax, ini cerita sebenarnya","teror kiai di ponpes kediri hoax, ini cerita sebenarnya",27-feb-18
30763,penganiayaan ulama di bogor,"utk kesekian kalinya terjadi penganiayaan thdp ulama2 di jabar…😖😢
 hr ini ulama bogor, ust.sulaiman dibacok orang gila di bogor…😤
 umat islam rapatkan barisan.. always waspada…💪🏻💪🏻💪🏻
 #waspada
 #saveulama
 #hasbunallahwanimalwakiiil…🙏😭",8-feb-18
30842,bahaya makan rambutan sambil minum teh manis sebabkan penyumbatan saluran pernapasan,bahaya makan rambutan sambil minum teh manis sebabkan penyumbatan saluran pernapasan,26-jan-18
31136,jalan slamet riyadi kota solo tergenang banjir,"wali kota solo fx hadi rudyatmo geram dengan informasi hoax terkait banjir di jalan slamet riyadi, solo.",30-nov-17
31199,mahalnya biaya sekolah pelayaran,"3 tahun sekolah pelayaran
udah bayarnya mahal setiap hari dididik militer sakit hati sakit badan.”.",21-nov-17
32397,video peserta aksi 411 merusak toko,sisa video pendemo yang menjarah warung di jakarta 4 november semalam. di share biar tahu kelakuannya!,5-nov-16
32586,51% saham taxi express sudah dimiliki oleh sandiaga uno,kepemilikan 51% saham taxi express oleh pengusaha dan bakal cagub sandiaga uno,26-mar-16
32644,mesin mobil sering mati di atas rel kereta api,"[…] mengapa mesin mobil sering mati di atas perlintasan rel kereta api
 
 org awam terkadang mengira hal ini di sbbkan krn perlintasan tsb angker/kurang sajen dan kemenyan/ada demit dll",11-dec-15
32721,indonesia gagal wujudkan swasembada pangan,pemerintah rencana impor beras 1 juta ton = indonesia gagal swasembada,22-oct-15
33205,media tidak menyiarkan demo ruu hip,masih kah percaya dengan tv…tidak ada satupunmedia tv menyiarkan demo tolak uu hip…… .terutama orang desa yang jauh dari jangkauan mereka hanya percaya sama tv. padahal tv sudah di boking rezim yang berkuasa…ayo rakyat bukakan mata dan pikiran..isu covid 19. hanya pengalihan…ini bentuk pembodohan sdm..,19-jul-20
33428,pembakar bendera pdi-p ternyata adalah anggota simpatisan pdi-p sendiri,"bawa sendiri, bakar sendiri, lapor sendiri. memang pki tukang nyusup licik. pengalihan tolak ruu hip-pki. kpd umat kristiani jgn terhasut pki yg suka fitnah & adu domba. apalagi mendukung & membela pki. itu dosa besar, karena pki tdk percaya yesus kristus & agama.pki & antek2-nya serta pendukung tempatnya adalah kerak neraka.",26-jun-20
33476,minggu 21 juni 2020 baim wong rilis hadiah buat 500 orang pemenang,"minggu, 21 juni 2020 buat 500 orang pemenang rilis hadiah!",21-jun-20
33589,panggilan seleksi rekrutmen pertamina tanggal 7-8 juni 2020,"surat bernomor 20198/hrd/pt pertamina persero/vi/2020 perihal panggilan seleksi rekrutmen karyawan (i). dalam surat disebutkan lokasi seleksi rekrutmen di gedung perwira 2 lantai 1 jl. medan merdeka timur 1a, jakarta pusat.",8-jun-20
34190,tidak ada sama sekali ucapan bela sungkawa presiden kepada dr dan team medis yg berguguran dimedan covid-19,mana ucapan bela sungkawa presiden kepada dr dan team medis yg berguguran dimedan covid-19. tidak ada sama sekali.,9-apr-20
34219,video gereja minta di azankan corona ga aktif bila di dengarkan azan,gereja minta di azankan..mrk yakin krn berdasarkan riset corona ga aktif bila di dengarkan azan atau alquran.mashaallah.,5-apr-20
34294,video in america there has been looting everywhere for fear of the corona virus,in america there has been looting everywhere for fear of the corona virus,30-mar-20
34315,pelintiran konteks foto apd hasil ekspor korea bertulisan made indonesia,"buatan indonesia, pabriknya korsel, salesnya tiongkok, pembelinya indonesia 😂 mumet endasku 😇
 dalam foto itu, dus terlihat tulisan merek apd. selain itu, ada tulisan korea dibawahnya, lalu tulisan berbahasa inggris yang menunjukkan jumlah dalam satu dus dan warna apd, serta nomor seri. yang menarik, di bagian bawah terdapat tulisan ‘made in indonesia’.",28-mar-20
34480,update status terkait penutupan beberapa destinasi wisata di diy,"kita sudah komunikasikan dengan kementerian bumn dan sesuai dengan ajakan presiden jokowi, bahwa twc akan berlakukan penutupan bagi pengunjung,",16-mar-20
34508,satu pasien virus corona dr badau otw dirujuk ke rumah sakit rujukan sintang,"selamat sore kwn2,
 barusan dpt info dr kwn yg kerja di rs sintang bahwa ada satu pasien virus corona dr badau saat ini sdg otw dirujuk ke rumah sakit rujukan sintang, utk kita waspada klu ada yang berkunjung ke rs anang klupa pakai masker",14-mar-20
34642,cikarang siaga 3 virus corona karena sudah 3 orang meninggal di meikarta,"ikarang siaga 3 dengan virus corona ada kabar untuk daerah lippo sudah ada yg terserang viirus corona 3 orang dan meninggal dunia namun kita belum nyelidiki ke tkp…dan himbauan untuk warga cikarang dan sekitarnya untuk hari ini dan seterusnya wajib memakai masker agar tidak terkena virus corona….pusat virus corona ada di sebuah perusahaan besar meikarta, dan sampai saat ini pemerintah blm menindak tegas,, bahkan tdi pagi ada aksi dari para habib sebekasi meminta pemerintah membasmi virus corona di bekasi",19-feb-20
34698,"video mata juling akibat main game ular yg lgi trending skrang, hati gaeeees","akibat main game ular” yg lgi trending skrang, hati” gaeeees",12-feb-20
35185,"judul artikel percuma dilaporkan, pdip sebut sukmawati tidak bisa ditahan karena dia orang kuat","artikel tamparan-news[dot]blogspot[dot]com menampilkan artikel dengan judul percuma dilaporkan, pdip sebut sukmawati tidak bisa ditahan karena dia orang “kuat” yang di awal artikel ditulis {merdekaind}.",21-nov-19
35355,maskapai penebangan turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar,maskapai penebangan turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar. keahlian pilot dan keputusan yang diambilnya dalam sepersekian detik menyelamatkan 380 penumpang. ini disebut mukjizat. teroris dan khilafah harus out dari nkri,13-oct-19
35678,royalty 8 ribu rupiah setiap wa,"bila anda berikhlas hati utk menghilangkan penderitaan anak ini mohon video ini diteruskan kpd siapa saja karena anak ini akan mendapat royalty 8 ribu rupiah setiap wa yg anda kurim. terimakasih, semoga anda mendapat pahala. aamiin yra",22-aug-19
35778,"artikel liputan6.com : rhoma irama: saya yang salah, dulu saya bilang jangan sentuh miras walau setetes.. dia malah nyabu","saya yang salah, dulu saya bilang jangan sentuh miras walau setetes.. dia malah nyabu",24-jul-19
36229,menpora imam nahrawi mundur dari jabatannya,"info

dari sebelah",2-may-19
36276,klarifikasi kpu terkait pernyataan ustaz haikal hassan mengenai 13 juta pemilih yang gila,"mohon maaf, pak @haikal_hassan. pemilih “gila” itu hoax. yg benar, sesuai putusan mk 135/2015 adalah pemilih dg “gangguan jiwa/ingatan”. gila hanya salah satu jenisnya. lagipula angkanya juga hoax. dulu 14 juta. sekarang didiskon jadi 13 juta. yg benar hanya 54.295. demikian",25-apr-19
36328,15 kotak suara dprd jambi dibakar otk,"berita pagi ini di tv one, berhubung 02 unggul di jambi, kardus kpu dibakar oleh oknum untuk menghilangkan bukti c1
sekarang sudah pahamkan kenapa kotak suara dari kardus?",22-apr-19
36472,metro tv memberitakan penyerang senator australia ternyata pengagum jokowi,"apa- apa semua di klaim sm metro tv neh…
kenal saja kagak ngomong pengagum. urat malu nya dah putus mereka.
besok, ganti candi borobudur, menara eiffel, bahkan air terjun niagara bakal di klaim si jae yang bangun",25-mar-19
